Subject,Block,Cond,Time,Signal
4,Can,Deviant,0.3125,-1.7664103584436e-06
4,Can,Deviant,0.3203125,-1.604958490752166e-06
4,Can,Deviant,0.328125,-1.3987107317095331e-06
4,Can,Deviant,0.3359375,-1.3066245560819537e-06
4,Can,Deviant,0.34375,-1.4689972644718652e-06
4,Can,Deviant,0.3515625,-1.787836415583308e-06
4,Can,Deviant,0.359375,-2.0187709461457133e-06
4,Can,Deviant,0.3671875,-2.1250780134775224e-06
4,Can,Deviant,0.375,-2.3036493350108177e-06
4,Can,Deviant,0.3828125,-2.5497896847322252e-06
4,Can,Deviant,0.390625,-2.6201510234675713e-06
4,Can,Deviant,0.3984375,-2.4078333296782385e-06
4,Can,Deviant,0.40625,-2.0638382994547137e-06
4,Can,Deviant,0.4140625,-1.7775491518761658e-06
4,Can,Deviant,0.421875,-1.6832859521536369e-06
4,Can,Deviant,0.4296875,-1.8085349016248719e-06
4,Can,Deviant,0.4375,-2.0009999255293643e-06
4,Can,Deviant,0.4453125,-2.0843591719971383e-06
4,Can,Deviant,0.453125,-2.0693160133249796e-06
4,Can,Deviant,0.4609375,-2.040974913272452e-06
4,Can,Deviant,0.46875,-1.9727002332902914e-06
4,Can,Deviant,0.4765625,-1.8207822105684168e-06
4,Can,Deviant,0.484375,-1.6643635103886436e-06
4,Can,Deviant,0.4921875,-1.6268222472660138e-06
4,Can,Deviant,0.5,-1.7680981686291182e-06
5,Can,Deviant,-0.203125,1.3860265081436954e-07
5,Can,Deviant,-0.1953125,-1.3998091274528442e-07
5,Can,Deviant,-0.1875,-2.8897008118291327e-07
5,Can,Deviant,-0.1796875,-2.6700372459237075e-07
5,Can,Deviant,-0.171875,-1.5667406065264929e-07
5,Can,Deviant,-0.1640625,-7.909777124621735e-08
5,Can,Deviant,-0.15625,-6.89188253823225e-08
5,Can,Deviant,-0.1484375,-7.252279464888559e-08
5,Can,Deviant,-0.140625,-5.614050288262671e-08
5,Can,Deviant,-0.1328125,-3.295213460301966e-08
5,Can,Deviant,-0.125,-1.3097009358513634e-08
5,Can,Deviant,-0.1171875,1.2305724505894652e-08
5,Can,Deviant,-0.109375,5.280620136131295e-08
5,Can,Deviant,-0.1015625,9.251721794295297e-08
5,Can,Deviant,-0.09375,6.78900696006634e-08
5,Can,Deviant,-0.0859375,-4.455348712153407e-08
5,Can,Deviant,-0.078125,-1.3158338660363273e-07
5,Can,Deviant,-0.0703125,-7.732739374582991e-08
5,Can,Deviant,-0.0625,5.263259228924454e-08
5,Can,Deviant,-0.0546875,1.4762534945623335e-07
5,Can,Deviant,-0.046875,2.2385673963349284e-07
5,Can,Deviant,-0.0390625,2.671674391727521e-07
5,Can,Deviant,-0.03125,1.6728800993609575e-07
5,Can,Deviant,-0.0234375,-4.865114808550425e-09
5,Can,Deviant,-0.015625,-7.532466723821434e-09
5,Can,Deviant,-0.0078125,1.486050677911613e-07
5,Can,Deviant,0.0,2.0852525586180003e-07
5,Can,Deviant,0.0078125,1.46413117831715e-07
5,Can,Deviant,0.015625,1.7721101228409792e-07
5,Can,Deviant,0.0234375,3.222597231623123e-07
5,Can,Deviant,0.03125,4.0369072267285545e-07
5,Can,Deviant,0.0390625,3.961238517066741e-07
5,Can,Deviant,0.046875,4.3341901698001903e-07
5,Can,Deviant,0.0546875,5.609292492551471e-07
5,Can,Deviant,0.0625,6.933673686245871e-07
5,Can,Deviant,0.0703125,7.188800130985761e-07
5,Can,Deviant,0.078125,5.98450883449055e-07
5,Can,Deviant,0.0859375,4.428729626463734e-07
5,Can,Deviant,0.09375,4.036731390918772e-07
5,Can,Deviant,0.1015625,4.3284395754416706e-07
5,Can,Deviant,0.109375,3.595278775537979e-07
5,Can,Deviant,0.1171875,2.0362333919972074e-07
5,Can,Deviant,0.125,1.4442735839399867e-07
5,Can,Deviant,0.1328125,2.134177097618719e-07
5,Can,Deviant,0.140625,2.9281788683944687e-07
5,Can,Deviant,0.1484375,3.320721840740948e-07
5,Can,Deviant,0.15625,3.3364374171550946e-07
5,Can,Deviant,0.1640625,2.66248445709492e-07
5,Can,Deviant,0.171875,1.6612056580400692e-07
5,Can,Deviant,0.1796875,1.5937523055562373e-07
5,Can,Deviant,0.1875,2.574261681111296e-07
5,Can,Deviant,0.1953125,3.124703965103955e-07
5,Can,Deviant,0.203125,2.410823763168849e-07
5,Can,Deviant,0.2109375,1.1916609429971372e-07
5,Can,Deviant,0.21875,2.7130750207512828e-08
5,Can,Deviant,0.2265625,-3.237841360839829e-08
5,Can,Deviant,0.234375,-6.410959196397095e-08
5,Can,Deviant,0.2421875,-4.980768675990484e-08
5,Can,Deviant,0.25,2.5617924266570666e-09
5,Can,Deviant,0.2578125,5.426389811800131e-08
5,Can,Deviant,0.265625,7.98876238297324e-08
5,Can,Deviant,0.2734375,9.390361581081956e-08
5,Can,Deviant,0.28125,1.1790356583029346e-07
5,Can,Deviant,0.2890625,1.111879036546804e-07
5,Can,Deviant,0.296875,-7.407405904552753e-10
5,Can,Deviant,0.3046875,-1.7321956260858635e-07
5,Can,Deviant,0.3125,-2.388376590467392e-07
5,Can,Deviant,0.3203125,-1.480878574477453e-07
5,Can,Deviant,0.328125,-4.410615730053186e-08
5,Can,Deviant,0.3359375,-4.5107274672692215e-09
5,Can,Deviant,0.34375,6.434941591164778e-08
5,Can,Deviant,0.3515625,1.7362905781281443e-07
5,Can,Deviant,0.359375,1.5874898765594718e-07
5,Can,Deviant,0.3671875,-2.6165316602733668e-08
5,Can,Deviant,0.375,-1.7893583662481867e-07
5,Can,Deviant,0.3828125,-1.5807682550743337e-07
5,Can,Deviant,0.390625,-8.972653340709082e-08
5,Can,Deviant,0.3984375,-1.3950850166961684e-07
5,Can,Deviant,0.40625,-2.598288012322723e-07
5,Can,Deviant,0.4140625,-2.904135080261422e-07
5,Can,Deviant,0.421875,-1.784091577454798e-07
5,Can,Deviant,0.4296875,-1.652955892647126e-08
5,Can,Deviant,0.4375,6.675013839992778e-08
5,Can,Deviant,0.4453125,2.827578131882278e-09
5,Can,Deviant,0.453125,-1.6932717698531983e-07
5,Can,Deviant,0.4609375,-3.356335814133287e-07
5,Can,Deviant,0.46875,-4.188649557616637e-07
5,Can,Deviant,0.4765625,-4.479101720695416e-07
5,Can,Deviant,0.484375,-4.80573226326868e-07
5,Can,Deviant,0.4921875,-4.945328384803122e-07
5,Can,Deviant,0.5,-4.318118775233181e-07
7,Can,Deviant,-0.203125,8.68110788384053e-08
7,Can,Deviant,-0.1953125,1.423534027676443e-07
7,Can,Deviant,-0.1875,1.8346501189276057e-07
7,Can,Deviant,-0.1796875,2.386211053824151e-07
7,Can,Deviant,-0.171875,2.559845292245948e-07
7,Can,Deviant,-0.1640625,2.1435245924234177e-07
7,Can,Deviant,-0.15625,1.7410005577635752e-07
7,Can,Deviant,-0.1484375,1.690641728231232e-07
7,Can,Deviant,-0.140625,1.3778436264482848e-07
7,Can,Deviant,-0.1328125,2.7529243455944325e-08
7,Can,Deviant,-0.125,-1.0336265751760328e-07
7,Can,Deviant,-0.1171875,-1.5448132131117896e-07
7,Can,Deviant,-0.109375,-1.10310812385679e-07
7,Can,Deviant,-0.1015625,-3.1344055877297296e-08
7,Can,Deviant,-0.09375,7.189353559453045e-09
7,Can,Deviant,-0.0859375,-4.110392454101254e-08
7,Can,Deviant,-0.078125,-1.2066562704053537e-07
7,Can,Deviant,-0.0703125,-9.567761960025035e-08
7,Can,Deviant,-0.0625,3.015612513698766e-08
7,Can,Deviant,-0.0546875,7.988178504405589e-08
7,Can,Deviant,-0.046875,1.8412207098392753e-08
7,Can,Deviant,-0.0390625,1.0440408310119531e-08
7,Can,Deviant,-0.03125,3.119509802874829e-08
7,Can,Deviant,-0.0234375,-1.438329431067123e-07
7,Can,Deviant,-0.015625,-4.282536853431115e-07
7,Can,Deviant,-0.0078125,-4.2147632321304376e-07
7,Can,Deviant,0.0,-7.002034905554351e-08
7,Can,Deviant,0.0078125,1.9420322810022357e-07
7,Can,Deviant,0.015625,1.1022589436715704e-07
7,Can,Deviant,0.0234375,-7.914885794339791e-08
7,Can,Deviant,0.03125,-6.192683737544709e-08
7,Can,Deviant,0.0390625,1.339501368338289e-07
7,Can,Deviant,0.046875,2.558202053473952e-07
7,Can,Deviant,0.0546875,1.6942876423690412e-07
7,Can,Deviant,0.0625,4.7036783288975244e-09
7,Can,Deviant,0.0703125,-2.7993112622585645e-08
7,Can,Deviant,0.078125,7.91375079705698e-08
7,Can,Deviant,0.0859375,1.5934970805838048e-07
7,Can,Deviant,0.09375,1.5598137201234524e-07
7,Can,Deviant,0.1015625,1.5666173509301387e-07
7,Can,Deviant,0.109375,1.5229112675597034e-07
7,Can,Deviant,0.1171875,2.298749187878141e-08
7,Can,Deviant,0.125,-2.0290202646241227e-07
7,Can,Deviant,0.1328125,-3.3351401215092605e-07
7,Can,Deviant,0.140625,-2.9326675237641626e-07
7,Can,Deviant,0.1484375,-1.9620300505354515e-07
7,Can,Deviant,0.15625,-9.949190538978836e-08
7,Can,Deviant,0.1640625,9.820456053807101e-08
7,Can,Deviant,0.171875,4.277517721112598e-07
7,Can,Deviant,0.1796875,7.23764004951158e-07
7,Can,Deviant,0.1875,8.524620818215576e-07
7,Can,Deviant,0.1953125,9.034389762216427e-07
7,Can,Deviant,0.203125,1.007717633364119e-06
7,Can,Deviant,0.2109375,1.1136812472310823e-06
7,Can,Deviant,0.21875,1.085980283685157e-06
7,Can,Deviant,0.2265625,9.050247107240536e-07
7,Can,Deviant,0.234375,6.436766235621484e-07
7,Can,Deviant,0.2421875,3.7132946145304916e-07
7,Can,Deviant,0.25,1.5546707641917398e-07
7,Can,Deviant,0.2578125,2.051960852557771e-08
7,Can,Deviant,0.265625,-1.0855053251092262e-07
7,Can,Deviant,0.2734375,-2.798938842839426e-07
7,Can,Deviant,0.28125,-3.5972568334290505e-07
7,Can,Deviant,0.2890625,-2.2006696004150382e-07
7,Can,Deviant,0.296875,-1.1663595020885532e-08
7,Can,Deviant,0.3046875,9.158186644663242e-10
7,Can,Deviant,0.3125,-1.8024791186651495e-07
7,Can,Deviant,0.3203125,-3.4481605200245503e-07
7,Can,Deviant,0.328125,-4.313071313205171e-07
7,Can,Deviant,0.3359375,-5.241654960604156e-07
7,Can,Deviant,0.34375,-6.002172179010242e-07
7,Can,Deviant,0.3515625,-5.80319542090328e-07
7,Can,Deviant,0.359375,-5.38156543019357e-07
7,Can,Deviant,0.3671875,-5.732886928525737e-07
7,Can,Deviant,0.375,-6.194257723241994e-07
7,Can,Deviant,0.3828125,-5.918029430939153e-07
7,Can,Deviant,0.390625,-5.391169814550705e-07
7,Can,Deviant,0.3984375,-4.7345093817386723e-07
7,Can,Deviant,0.40625,-3.1495924519801965e-07
7,Can,Deviant,0.4140625,-1.3981280864629802e-07
7,Can,Deviant,0.421875,-1.5624854305111123e-07
7,Can,Deviant,0.4296875,-3.4306346093767215e-07
7,Can,Deviant,0.4375,-4.678157112941687e-07
7,Can,Deviant,0.4453125,-4.912024687759039e-07
7,Can,Deviant,0.453125,-5.814175466710897e-07
7,Can,Deviant,0.4609375,-7.449271319690107e-07
7,Can,Deviant,0.46875,-8.120320031231715e-07
7,Can,Deviant,0.4765625,-7.433253808769738e-07
7,Can,Deviant,0.484375,-6.53595617990516e-07
7,Can,Deviant,0.4921875,-6.125294066546453e-07
7,Can,Deviant,0.5,-6.341523865268493e-07
6,Can,Deviant,-0.203125,4.0537669176176405e-07
6,Can,Deviant,-0.1953125,3.406356817747853e-07
6,Can,Deviant,-0.1875,1.3663643710021356e-07
6,Can,Deviant,-0.1796875,1.1179486220303494e-07
6,Can,Deviant,-0.171875,2.4690621361497695e-07
6,Can,Deviant,-0.1640625,2.9154984546434024e-07
6,Can,Deviant,-0.15625,1.786139569199189e-07
6,Can,Deviant,-0.1484375,6.323209850893006e-08
6,Can,Deviant,-0.140625,8.956118358358392e-09
6,Can,Deviant,-0.1328125,-9.290776787351861e-08
6,Can,Deviant,-0.125,-2.9875642939788814e-07
6,Can,Deviant,-0.1171875,-4.675498012582529e-07
6,Can,Deviant,-0.109375,-3.903056133045949e-07
6,Can,Deviant,-0.1015625,-7.534627137171826e-08
6,Can,Deviant,-0.09375,1.7870199498758587e-07
6,Can,Deviant,-0.0859375,1.4381204230836786e-07
6,Can,Deviant,-0.078125,-3.654379257846232e-08
6,Can,Deviant,-0.0703125,-1.4372758536573422e-07
6,Can,Deviant,-0.0625,-2.0587542506536727e-07
6,Can,Deviant,-0.0546875,-2.635737940860978e-07
6,Can,Deviant,-0.046875,-1.9156484379180626e-07
6,Can,Deviant,-0.0390625,-2.4641916701733114e-08
6,Can,Deviant,-0.03125,3.5905472312487886e-08
6,Can,Deviant,-0.0234375,3.129081289613507e-08
6,Can,Deviant,-0.015625,1.3577793349504307e-07
6,Can,Deviant,-0.0078125,2.1181477705712131e-07
6,Can,Deviant,0.0,7.516501152710639e-08
6,Can,Deviant,0.0078125,-1.0128698844223546e-07
6,Can,Deviant,0.015625,-1.629283191110866e-07
6,Can,Deviant,0.0234375,-2.782785883845844e-07
6,Can,Deviant,0.03125,-3.9004244672724057e-07
6,Can,Deviant,0.0390625,-5.162952125365254e-08
6,Can,Deviant,0.046875,7.865023200015776e-07
6,Can,Deviant,0.0546875,1.490184416011149e-06
6,Can,Deviant,0.0625,1.5641498439939106e-06
6,Can,Deviant,0.0703125,1.185869455204271e-06
6,Can,Deviant,0.078125,7.195201418569901e-07
6,Can,Deviant,0.0859375,2.75349324064398e-07
6,Can,Deviant,0.09375,-7.29047705909542e-08
6,Can,Deviant,0.1015625,-1.4470502125304656e-07
6,Can,Deviant,0.109375,5.1796646027788355e-08
6,Can,Deviant,0.1171875,2.8098643144275667e-07
6,Can,Deviant,0.125,4.383132378121169e-07
6,Can,Deviant,0.1328125,6.325150636062659e-07
6,Can,Deviant,0.140625,8.269599735048213e-07
6,Can,Deviant,0.1484375,8.327002738477796e-07
6,Can,Deviant,0.15625,6.981033078895274e-07
6,Can,Deviant,0.1640625,6.352934917296486e-07
6,Can,Deviant,0.171875,5.995113054664787e-07
6,Can,Deviant,0.1796875,4.0037271069435866e-07
6,Can,Deviant,0.1875,9.011376602748562e-08
6,Can,Deviant,0.1953125,-1.673141089800076e-07
6,Can,Deviant,0.203125,-3.7683893065994673e-07
6,Can,Deviant,0.2109375,-5.668657559778225e-07
6,Can,Deviant,0.21875,-7.081541237483162e-07
6,Can,Deviant,0.2265625,-8.93292958695471e-07
6,Can,Deviant,0.234375,-1.1629794091704985e-06
6,Can,Deviant,0.2421875,-1.2826115217886768e-06
6,Can,Deviant,0.25,-1.1796306711540089e-06
6,Can,Deviant,0.2578125,-1.225768872218432e-06
6,Can,Deviant,0.265625,-1.6038983029732828e-06
6,Can,Deviant,0.2734375,-1.931633444949581e-06
6,Can,Deviant,0.28125,-1.9385587654802874e-06
6,Can,Deviant,0.2890625,-1.883620810125944e-06
6,Can,Deviant,0.296875,-1.9837495734345913e-06
6,Can,Deviant,0.3046875,-2.0865459601631793e-06
6,Can,Deviant,0.3125,-2.0857098642876143e-06
6,Can,Deviant,0.3203125,-2.066462796040721e-06
6,Can,Deviant,0.328125,-1.9801746689604038e-06
6,Can,Deviant,0.3359375,-1.7298316654741014e-06
6,Can,Deviant,0.34375,-1.4542538689131796e-06
6,Can,Deviant,0.3515625,-1.3266714594550499e-06
6,Can,Deviant,0.359375,-1.2955805393871724e-06
6,Can,Deviant,0.3671875,-1.3106274459681416e-06
6,Can,Deviant,0.375,-1.4587491962886627e-06
6,Can,Deviant,0.3828125,-1.6506352259629178e-06
6,Can,Deviant,0.390625,-1.569099197036332e-06
6,Can,Deviant,0.3984375,-1.122362720096267e-06
6,Can,Deviant,0.40625,-6.266927908690615e-07
6,Can,Deviant,0.4140625,-4.319470201516607e-07
6,Can,Deviant,0.421875,-5.385582621849399e-07
6,Can,Deviant,0.4296875,-6.582125512748832e-07
6,Can,Deviant,0.4375,-5.793907242113327e-07
6,Can,Deviant,0.4453125,-4.201712629975459e-07
6,Can,Deviant,0.453125,-4.0304070275137735e-07
6,Can,Deviant,0.4609375,-4.245229845352348e-07
6,Can,Deviant,0.46875,-1.9490569904197676e-07
6,Can,Deviant,0.4765625,1.511133823713643e-07
6,Can,Deviant,0.484375,1.6472150534761318e-07
6,Can,Deviant,0.4921875,-1.3464307877134872e-07
6,Can,Deviant,0.5,-2.3236909790826863e-07
8,Can,Deviant,-0.203125,1.7327686494748474e-07
8,Can,Deviant,-0.1953125,1.8044315785686504e-08
8,Can,Deviant,-0.1875,-3.1333175688363655e-07
8,Can,Deviant,-0.1796875,-5.683453659039128e-07
8,Can,Deviant,-0.171875,-5.149974466458271e-07
8,Can,Deviant,-0.1640625,-3.251505844072393e-07
8,Can,Deviant,-0.15625,-3.4246975100773444e-07
8,Can,Deviant,-0.1484375,-5.461838327045453e-07
8,Can,Deviant,-0.140625,-6.329311002191675e-07
8,Can,Deviant,-0.1328125,-4.78937423609229e-07
8,Can,Deviant,-0.125,-1.8416643740205963e-07
8,Can,Deviant,-0.1171875,1.1595113746993999e-07
8,Can,Deviant,-0.109375,2.8020793782541664e-07
8,Can,Deviant,-0.1015625,2.284988403551825e-07
8,Can,Deviant,-0.09375,7.566886356860679e-08
8,Can,Deviant,-0.0859375,-5.989612877158076e-09
8,Can,Deviant,-0.078125,4.468140474267869e-09
8,Can,Deviant,-0.0703125,6.427938218487084e-08
8,Can,Deviant,-0.0625,1.6866008465371056e-07
8,Can,Deviant,-0.0546875,2.637022647911408e-07
8,Can,Deviant,-0.046875,3.0085972749187396e-07
8,Can,Deviant,-0.0390625,3.4529491644364916e-07
8,Can,Deviant,-0.03125,4.2876825569895154e-07
8,Can,Deviant,-0.0234375,4.853921274898802e-07
8,Can,Deviant,-0.015625,4.978035406538484e-07
8,Can,Deviant,-0.0078125,4.4090322873903116e-07
8,Can,Deviant,0.0,1.9400056099719551e-07
8,Can,Deviant,0.0078125,-1.4424205859322403e-07
8,Can,Deviant,0.015625,-1.920127836100456e-07
8,Can,Deviant,0.0234375,8.764685677616825e-08
8,Can,Deviant,0.03125,2.887819929771144e-07
8,Can,Deviant,0.0390625,3.478637462085472e-07
8,Can,Deviant,0.046875,5.923225266450226e-07
8,Can,Deviant,0.0546875,8.581879808876805e-07
8,Can,Deviant,0.0625,5.807585121764483e-07
8,Can,Deviant,0.0703125,-1.253810844771161e-07
8,Can,Deviant,0.078125,-4.916294476061989e-07
8,Can,Deviant,0.0859375,-2.2543389884853268e-07
8,Can,Deviant,0.09375,2.937163053862733e-07
8,Can,Deviant,0.1015625,8.14182150363663e-07
8,Can,Deviant,0.109375,1.3948442246746383e-06
8,Can,Deviant,0.1171875,1.973774380430498e-06
8,Can,Deviant,0.125,2.39876245538061e-06
8,Can,Deviant,0.1328125,2.6845729820869396e-06
8,Can,Deviant,0.140625,2.84878468813683e-06
8,Can,Deviant,0.1484375,2.774286389071787e-06
8,Can,Deviant,0.15625,2.479918087107957e-06
8,Can,Deviant,0.1640625,2.1562291612179327e-06
8,Can,Deviant,0.171875,1.8275763388785659e-06
8,Can,Deviant,0.1796875,1.3740296691334221e-06
8,Can,Deviant,0.1875,9.295130180920146e-07
8,Can,Deviant,0.1953125,7.814784840907353e-07
8,Can,Deviant,0.203125,8.311084968258456e-07
8,Can,Deviant,0.2109375,6.69993775790278e-07
8,Can,Deviant,0.21875,2.3378343184139128e-07
8,Can,Deviant,0.2265625,-1.0574373300616927e-07
8,Can,Deviant,0.234375,-1.2249558481381908e-07
8,Can,Deviant,0.2421875,6.809186574783407e-09
8,Can,Deviant,0.25,4.069453140686873e-08
8,Can,Deviant,0.2578125,-2.7385310824239664e-08
8,Can,Deviant,0.265625,-1.3721572785979293e-08
8,Can,Deviant,0.2734375,2.0882111938687592e-07
8,Can,Deviant,0.28125,4.7296105614886486e-07
8,Can,Deviant,0.2890625,4.541664622065081e-07
8,Can,Deviant,0.296875,1.6352546929121513e-07
8,Can,Deviant,0.3046875,-1.1102737393371473e-08
8,Can,Deviant,0.3125,1.0596722755473656e-07
8,Can,Deviant,0.3203125,2.39259544636355e-07
8,Can,Deviant,0.328125,1.2221054524534653e-07
8,Can,Deviant,0.3359375,-1.737330865440054e-07
8,Can,Deviant,0.34375,-4.1936571265848165e-07
8,Can,Deviant,0.3515625,-4.305237698670825e-07
8,Can,Deviant,0.359375,-2.2104624336420486e-07
8,Can,Deviant,0.3671875,-4.926204384173352e-08
8,Can,Deviant,0.375,-6.151008483000143e-08
8,Can,Deviant,0.3828125,-3.765033995450193e-08
8,Can,Deviant,0.390625,1.8242061307380538e-07
8,Can,Deviant,0.3984375,3.837789100059635e-07
8,Can,Deviant,0.40625,4.1652254234044307e-07
8,Can,Deviant,0.4140625,3.9591891888678887e-07
8,Can,Deviant,0.421875,2.3753374234008426e-07
8,Can,Deviant,0.4296875,-2.6410029655212054e-07
8,Can,Deviant,0.4375,-8.034274521979652e-07
8,Can,Deviant,0.4453125,-8.82703295494227e-07
8,Can,Deviant,0.453125,-6.405124329049029e-07
8,Can,Deviant,0.4609375,-5.4951068593899e-07
8,Can,Deviant,0.46875,-5.891435219404212e-07
8,Can,Deviant,0.4765625,-4.868747004957178e-07
8,Can,Deviant,0.484375,-3.30255103502035e-07
8,Can,Deviant,0.4921875,-2.9865097780230705e-07
8,Can,Deviant,0.5,-2.7064886509054784e-07
9,Can,Deviant,-0.203125,2.4787696951635116e-07
9,Can,Deviant,-0.1953125,2.874699929096816e-07
9,Can,Deviant,-0.1875,2.2151900244708712e-07
9,Can,Deviant,-0.1796875,1.421379574030926e-07
9,Can,Deviant,-0.171875,1.5251512899583742e-07
9,Can,Deviant,-0.1640625,1.4011676828410672e-07
9,Can,Deviant,-0.15625,-7.920131776681097e-09
9,Can,Deviant,-0.1484375,-8.752196867894659e-08
9,Can,Deviant,-0.140625,1.2927002887531833e-07
9,Can,Deviant,-0.1328125,4.3344163546468116e-07
9,Can,Deviant,-0.125,4.387987793886734e-07
9,Can,Deviant,-0.1171875,1.2657421550499468e-07
9,Can,Deviant,-0.109375,-1.9311831758666726e-07
9,Can,Deviant,-0.1015625,-3.5170315597996526e-07
9,Can,Deviant,-0.09375,-3.9203596044212776e-07
9,Can,Deviant,-0.0859375,-3.3921886563079253e-07
9,Can,Deviant,-0.078125,-2.0631223041716837e-07
9,Can,Deviant,-0.0703125,-1.1183323454237674e-07
9,Can,Deviant,-0.0625,-7.54836597533678e-08
9,Can,Deviant,-0.0546875,3.4792487635285554e-08
9,Can,Deviant,-0.046875,1.7541209996560512e-07
9,Can,Deviant,-0.0390625,1.1475898156876683e-07
9,Can,Deviant,-0.03125,-1.0941612662644693e-07
9,Can,Deviant,-0.0234375,-1.8193385054004767e-07
9,Can,Deviant,-0.015625,-8.066359257626341e-08
9,Can,Deviant,-0.0078125,-8.415054509427441e-08
9,Can,Deviant,0.0,-1.7549544621147843e-07
9,Can,Deviant,0.0078125,-9.081573269894532e-08
9,Can,Deviant,0.015625,3.897969248046919e-08
9,Can,Deviant,0.0234375,-1.174221057379317e-07
9,Can,Deviant,0.03125,-3.3309933051889846e-07
9,Can,Deviant,0.0390625,-3.5256627982614936e-08
9,Can,Deviant,0.046875,6.296501030342067e-07
9,Can,Deviant,0.0546875,7.946521524624884e-07
9,Can,Deviant,0.0625,8.978254828736679e-08
9,Can,Deviant,0.0703125,-8.528359428215617e-07
9,Can,Deviant,0.078125,-1.3443692857049686e-06
9,Can,Deviant,0.0859375,-1.4156978386025274e-06
9,Can,Deviant,0.09375,-1.4638957387801371e-06
9,Can,Deviant,0.1015625,-1.639664330032833e-06
9,Can,Deviant,0.109375,-1.8580941823349906e-06
9,Can,Deviant,0.1171875,-1.9656289686112392e-06
9,Can,Deviant,0.125,-1.8065054711667645e-06
9,Can,Deviant,0.1328125,-1.4719777624935986e-06
9,Can,Deviant,0.140625,-1.3724610276214223e-06
9,Can,Deviant,0.1484375,-1.6598956063843939e-06
9,Can,Deviant,0.15625,-1.8929039362936572e-06
9,Can,Deviant,0.1640625,-1.6887995348567328e-06
9,Can,Deviant,0.171875,-1.25748860455732e-06
9,Can,Deviant,0.1796875,-9.596823293999197e-07
9,Can,Deviant,0.1875,-8.570792428385589e-07
9,Can,Deviant,0.1953125,-9.465922775144066e-07
9,Can,Deviant,0.203125,-1.2365452277994396e-06
9,Can,Deviant,0.2109375,-1.5608711956687435e-06
9,Can,Deviant,0.21875,-1.8163874178442857e-06
9,Can,Deviant,0.2265625,-2.1450061674407013e-06
9,Can,Deviant,0.234375,-2.5018233312798613e-06
9,Can,Deviant,0.2421875,-2.5656326863843453e-06
9,Can,Deviant,0.25,-2.3590259209459242e-06
9,Can,Deviant,0.2578125,-2.2845587332496285e-06
9,Can,Deviant,0.265625,-2.410626938998628e-06
9,Can,Deviant,0.2734375,-2.4776102841369985e-06
9,Can,Deviant,0.28125,-2.4872893296140434e-06
9,Can,Deviant,0.2890625,-2.566052361656694e-06
9,Can,Deviant,0.296875,-2.5894138760914775e-06
9,Can,Deviant,0.3046875,-2.5014670041025836e-06
9,Can,Deviant,0.3125,-2.519540751678989e-06
9,Can,Deviant,0.3203125,-2.6691673705456783e-06
9,Can,Deviant,0.328125,-2.6668816966856896e-06
9,Can,Deviant,0.3359375,-2.400237522005606e-06
9,Can,Deviant,0.34375,-2.056906185153738e-06
9,Can,Deviant,0.3515625,-1.8212061944409931e-06
9,Can,Deviant,0.359375,-1.8324797701164125e-06
9,Can,Deviant,0.3671875,-2.099920835394616e-06
9,Can,Deviant,0.375,-2.3220380718701846e-06
9,Can,Deviant,0.3828125,-2.182024634470792e-06
9,Can,Deviant,0.390625,-1.8436871540826984e-06
9,Can,Deviant,0.3984375,-1.6484583929821756e-06
9,Can,Deviant,0.40625,-1.5528118640697437e-06
9,Can,Deviant,0.4140625,-1.3819251145891443e-06
9,Can,Deviant,0.421875,-1.2355039571294725e-06
9,Can,Deviant,0.4296875,-1.2321697366202741e-06
9,Can,Deviant,0.4375,-1.3330539493673115e-06
9,Can,Deviant,0.4453125,-1.5911871678947214e-06
9,Can,Deviant,0.453125,-2.0655615527139442e-06
9,Can,Deviant,0.4609375,-2.4312935381479703e-06
9,Can,Deviant,0.46875,-2.399549674560815e-06
9,Can,Deviant,0.4765625,-2.1851442714190257e-06
9,Can,Deviant,0.484375,-2.0482489735608805e-06
9,Can,Deviant,0.4921875,-1.8121532952914408e-06
9,Can,Deviant,0.5,-1.3900348701722394e-06
10,Can,Deviant,-0.203125,7.95516846139249e-08
10,Can,Deviant,-0.1953125,-5.10218419926776e-08
10,Can,Deviant,-0.1875,-4.7923450796286995e-08
10,Can,Deviant,-0.1796875,1.2025988746589844e-07
10,Can,Deviant,-0.171875,1.9244364609883433e-07
10,Can,Deviant,-0.1640625,-2.138156171009302e-08
10,Can,Deviant,-0.15625,-2.3899462232732745e-07
10,Can,Deviant,-0.1484375,-1.136927539990694e-07
10,Can,Deviant,-0.140625,1.8105564941145695e-07
10,Can,Deviant,-0.1328125,2.3123195245051308e-07
10,Can,Deviant,-0.125,2.8182010938013054e-08
10,Can,Deviant,-0.1171875,-1.0591295186007548e-07
10,Can,Deviant,-0.109375,-4.683233839456271e-08
10,Can,Deviant,-0.1015625,4.443356405293873e-08
10,Can,Deviant,-0.09375,4.611674455427676e-08
10,Can,Deviant,-0.0859375,3.7798926593616726e-08
10,Can,Deviant,-0.078125,1.4163587820795735e-07
10,Can,Deviant,-0.0703125,2.939704950189073e-07
10,Can,Deviant,-0.0625,2.8372776768227505e-07
10,Can,Deviant,-0.0546875,8.361897139007493e-08
10,Can,Deviant,-0.046875,-7.36900332825301e-08
10,Can,Deviant,-0.0390625,-1.1141565228868186e-07
